,user id,question id,statement index,orden,manipulada,deteccion,distancia,variacion agreement,agreement inicial,variacion confianza,confianza inicial,timer
39989,2831,15,39983.0,2.0,1.0,0.0,6.0,42.0,29.0,-70.0,100.0,26513.0
39990,2831,21,39985.0,3.0,0.0,0.0,5.0,0.0,84.0,-27.0,91.0,15395.0
39991,2831,23,39982.0,4.0,1.0,0.0,9.0,-45.0,71.0,-5.0,88.0,49985.0
40027,2834,18,40019.0,1.0,0.0,0.0,8.0,0.0,35.0,51.0,20.0,32415.0
40028,2834,39,40026.0,2.0,0.0,0.0,2.0,0.0,0.0,17.0,67.0,11872.0
40029,2834,17,40020.0,3.0,0.0,0.0,9.0,0.0,12.0,-13.0,95.0,10685.0
40030,2834,22,40023.0,4.0,0.0,0.0,7.0,0.0,38.0,-12.0,45.0,21514.0
40066,2835,16,40063.0,1.0,0.0,0.0,3.0,0.0,0.0,12.0,84.0,81383.0
40067,2835,19,40064.0,2.0,0.0,0.0,3.0,0.0,100.0,0.0,100.0,8642.0
40068,2835,15,40058.0,3.0,0.0,0.0,10.0,0.0,34.0,-15.0,100.0,56016.0
40069,2835,41,40065.0,4.0,1.0,0.0,4.0,-8.0,54.0,-7.0,57.0,11156.0
40105,2836,20,40102.0,1.0,0.0,0.0,3.0,0.0,100.0,15.0,85.0,68671.0
40106,2836,19,40104.0,2.0,1.0,0.0,2.0,81.0,17.0,-4.0,99.0,22318.0
40107,2836,41,40097.0,3.0,0.0,0.0,10.0,0.0,75.0,85.0,15.0,11631.0
40108,2836,39,40103.0,4.0,1.0,0.0,5.0,86.0,7.0,0.0,91.0,9964.0
40144,2839,15,40138.0,1.0,0.0,0.0,6.0,0.0,25.0,21.0,79.0,112495.0
40145,2839,18,40142.0,2.0,0.0,0.0,3.0,0.0,19.0,7.0,78.0,167522.0
40146,2839,19,40136.0,3.0,0.0,0.0,10.0,0.0,100.0,0.0,100.0,25586.0
40147,2839,21,40143.0,4.0,0.0,0.0,4.0,0.0,100.0,0.0,100.0,34345.0
40183,2841,39,40179.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,100.0,
40184,2841,22,40177.0,2.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,
40185,2841,20,40178.0,3.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,
40186,2841,15,40180.0,4.0,1.0,1.0,6.0,0.0,0.0,0.0,100.0,
40222,2842,18,40220.0,1.0,0.0,0.0,2.0,0.0,74.0,-7.0,68.0,14445.0
40223,2842,40,40219.0,2.0,0.0,0.0,4.0,0.0,48.0,2.0,4.0,12336.0
40224,2842,19,40216.0,3.0,0.0,0.0,8.0,0.0,100.0,1.0,99.0,17013.0
40225,2842,16,40215.0,4.0,0.0,0.0,10.0,0.0,73.0,11.0,64.0,11975.0
40261,2845,39,40256.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,100.0,27634.0
40262,2845,22,40260.0,2.0,1.0,1.0,2.0,-2.0,88.0,4.0,96.0,66669.0
40263,2845,17,40253.0,3.0,0.0,0.0,10.0,0.0,9.0,0.0,100.0,23558.0
40264,2845,19,40255.0,4.0,0.0,0.0,9.0,0.0,100.0,0.0,100.0,15648.0
40300,2850,41,40294.0,1.0,0.0,0.0,6.0,0.0,100.0,0.0,100.0,33568.0
40301,2850,15,40296.0,2.0,1.0,0.0,5.0,76.0,12.0,0.0,100.0,17655.0
40302,2850,20,40295.0,3.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,11258.0
40303,2850,40,40293.0,4.0,1.0,1.0,10.0,0.0,0.0,0.0,100.0,30390.0
40339,2852,20,40331.0,1.0,0.0,0.0,8.0,0.0,100.0,0.0,100.0,18628.0
40340,2852,17,40333.0,2.0,1.0,0.0,7.0,100.0,0.0,0.0,100.0,9296.0
40341,2852,22,40336.0,3.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,29528.0
40342,2852,21,40337.0,4.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,6815.0
40378,2859,17,40374.0,1.0,0.0,0.0,4.0,0.0,77.0,-10.0,92.0,
40379,2859,40,40373.0,2.0,1.0,0.0,6.0,14.0,43.0,-9.0,88.0,
40380,2859,20,40377.0,3.0,0.0,0.0,3.0,0.0,74.0,-4.0,94.0,
40381,2859,22,40376.0,4.0,1.0,0.0,5.0,90.0,5.0,-11.0,92.0,
40417,2862,17,40409.0,1.0,0.0,0.0,8.0,0.0,61.0,12.0,71.0,46796.0
40418,2862,15,40415.0,2.0,0.0,0.0,3.0,0.0,40.0,4.0,74.0,25046.0
40419,2862,21,40416.0,3.0,0.0,0.0,3.0,0.0,86.0,6.0,87.0,15902.0
40420,2862,23,40412.0,4.0,0.0,0.0,8.0,0.0,98.0,0.0,100.0,12164.0
40456,2866,19,40454.0,1.0,0.0,0.0,2.0,2.0,91.0,-5.0,92.0,125315.0
40457,2866,22,40455.0,2.0,1.0,1.0,2.0,-17.0,79.0,10.0,51.0,101167.0
40458,2866,15,40453.0,3.0,0.0,0.0,5.0,0.0,0.0,-7.0,100.0,86254.0
40459,2866,40,40452.0,4.0,1.0,1.0,7.0,0.0,0.0,7.0,93.0,80324.0
40495,2868,21,40490.0,1.0,0.0,0.0,5.0,-11.0,100.0,0.0,100.0,
40496,2868,23,40487.0,2.0,0.0,0.0,9.0,0.0,100.0,0.0,100.0,
40497,2868,19,40489.0,3.0,0.0,0.0,8.0,0.0,100.0,0.0,100.0,
40498,2868,40,40491.0,4.0,1.0,0.0,7.0,100.0,0.0,0.0,100.0,
40534,2869,40,40531.0,1.0,0.0,0.0,3.0,0.0,28.0,18.0,73.0,61298.0
40535,2869,41,40528.0,2.0,1.0,1.0,7.0,-14.0,74.0,-4.0,69.0,111481.0
40536,2869,20,40530.0,3.0,0.0,0.0,6.0,0.0,93.0,-3.0,93.0,31154.0
40537,2869,17,40527.0,4.0,1.0,1.0,10.0,-4.0,19.0,-5.0,92.0,75493.0
40573,2871,40,40569.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,100.0,23283.0
40574,2871,22,40567.0,2.0,1.0,1.0,7.0,5.0,70.0,0.0,100.0,40448.0
40575,2871,21,40566.0,3.0,0.0,0.0,9.0,0.0,100.0,0.0,100.0,24556.0
40576,2871,18,40568.0,4.0,1.0,1.0,8.0,-10.0,75.0,-37.0,100.0,15688.0
40612,2876,16,40607.0,1.0,0.0,0.0,5.0,0.0,78.0,78.0,3.0,24852.0
40613,2876,22,40605.0,2.0,1.0,0.0,8.0,-50.0,75.0,-13.0,82.0,20981.0
40614,2876,17,40609.0,3.0,0.0,0.0,5.0,0.0,17.0,21.0,79.0,10400.0
40615,2876,18,40608.0,4.0,1.0,0.0,7.0,100.0,0.0,0.0,100.0,8161.0
40651,2877,16,40650.0,1.0,0.0,0.0,1.0,0.0,35.0,6.0,57.0,26925.0
40652,2877,17,40647.0,2.0,0.0,0.0,5.0,0.0,41.0,0.0,57.0,17020.0
40653,2877,15,40645.0,3.0,0.0,0.0,8.0,0.0,100.0,0.0,98.0,11204.0
40654,2877,39,40644.0,4.0,0.0,0.0,10.0,0.0,19.0,-15.0,80.0,14951.0
40690,2881,18,40685.0,1.0,0.0,0.0,5.0,0.0,74.0,6.0,49.0,
40691,2881,41,40686.0,2.0,0.0,0.0,5.0,0.0,28.0,11.0,28.0,
40692,2881,20,40683.0,3.0,0.0,0.0,9.0,0.0,40.0,-10.0,59.0,
40693,2881,16,40682.0,4.0,0.0,0.0,11.0,0.0,100.0,-1.0,69.0,
40729,2885,22,40728.0,1.0,0.0,0.0,1.0,0.0,38.0,0.0,100.0,
40730,2885,18,40725.0,2.0,1.0,1.0,5.0,32.0,0.0,0.0,100.0,
40731,2885,15,40726.0,3.0,0.0,0.0,5.0,0.0,72.0,0.0,100.0,
40732,2885,19,40727.0,4.0,1.0,0.0,5.0,-54.0,77.0,0.0,100.0,
40768,2886,15,40766.0,1.0,0.0,0.0,2.0,0.0,25.0,-10.0,76.0,
40769,2886,18,40763.0,2.0,0.0,0.0,6.0,0.0,65.0,-15.0,77.0,
40770,2886,20,40761.0,3.0,0.0,0.0,9.0,0.0,63.0,-8.0,82.0,
40771,2886,22,40764.0,4.0,0.0,0.0,7.0,0.0,63.0,2.0,60.0,
40807,2887,22,40800.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,100.0,
40808,2887,39,40804.0,2.0,0.0,0.0,4.0,0.0,88.0,-1.0,89.0,
40809,2887,21,40802.0,3.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,
40810,2887,15,40799.0,4.0,0.0,0.0,11.0,0.0,87.0,-12.0,100.0,
40846,2890,23,40842.0,1.0,0.0,0.0,4.0,0.0,88.0,12.0,88.0,24911.0
40847,2890,41,40844.0,2.0,1.0,0.0,3.0,-4.0,52.0,-2.0,53.0,18671.0
40848,2890,39,40845.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,100.0,17427.0
40849,2890,40,40838.0,4.0,1.0,0.0,11.0,82.0,9.0,-8.0,99.0,13080.0
40885,2893,22,40883.0,1.0,0.0,0.0,2.0,0.0,100.0,0.0,100.0,48619.0
40886,2893,40,40884.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,100.0,10131.0
40887,2893,19,40881.0,3.0,0.0,0.0,6.0,0.0,100.0,0.0,100.0,15848.0
40888,2893,16,40878.0,4.0,0.0,0.0,10.0,0.0,100.0,0.0,100.0,9401.0
40924,2895,23,40918.0,1.0,0.0,0.0,6.0,0.0,25.0,39.0,36.0,91850.0
40925,2895,17,40920.0,2.0,0.0,0.0,5.0,0.0,17.0,20.0,80.0,44601.0
40926,2895,19,40919.0,3.0,0.0,0.0,7.0,0.0,85.0,16.0,84.0,37232.0
40927,2895,39,40916.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,100.0,38081.0
40963,2896,17,40955.0,1.0,0.0,0.0,8.0,0.0,65.0,2.0,78.0,28818.0
40964,2896,41,40961.0,2.0,0.0,0.0,3.0,0.0,59.0,11.0,51.0,49362.0
40965,2896,23,40960.0,3.0,0.0,0.0,5.0,0.0,56.0,-1.0,56.0,344872.0
40966,2896,21,40958.0,4.0,0.0,0.0,8.0,0.0,100.0,0.0,100.0,12064.0
41002,2897,22,40995.0,1.0,0.0,0.0,7.0,0.0,19.0,-1.0,92.0,50887.0
41003,2897,39,41001.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,100.0,21622.0
41004,2897,20,41000.0,3.0,0.0,0.0,4.0,0.0,100.0,0.0,100.0,10907.0
41005,2897,40,40996.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,100.0,13594.0
41041,2899,15,41038.0,1.0,0.0,0.0,3.0,0.0,22.0,-24.0,99.0,
41042,2899,22,41033.0,2.0,0.0,0.0,9.0,0.0,100.0,0.0,100.0,
41043,2899,18,41034.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,100.0,
41044,2899,17,41036.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,100.0,
41080,2901,22,41072.0,1.0,0.0,0.0,8.0,0.0,100.0,15.0,85.0,15830.0
41081,2901,16,41077.0,2.0,0.0,0.0,4.0,0.0,100.0,0.0,100.0,6949.0
41082,2901,17,41079.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,100.0,8434.0
41083,2901,23,41076.0,4.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,5988.0
41119,2903,16,41114.0,1.0,0.0,0.0,5.0,0.0,74.0,0.0,100.0,17565.0
41120,2903,41,41115.0,2.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,8998.0
41121,2903,18,41118.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,100.0,10015.0
41122,2903,21,41111.0,4.0,0.0,0.0,11.0,0.0,100.0,0.0,100.0,7754.0
41158,2907,21,41153.0,1.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,31650.0
41159,2907,22,41157.0,2.0,1.0,0.0,2.0,-4.0,52.0,5.0,55.0,33658.0
41160,2907,41,41155.0,3.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,9629.0
41161,2907,16,41151.0,4.0,1.0,1.0,10.0,-5.0,95.0,-7.0,91.0,19528.0
41197,2910,16,41193.0,1.0,0.0,0.0,4.0,0.0,100.0,4.0,83.0,29875.0
41198,2910,22,41196.0,2.0,0.0,0.0,2.0,0.0,100.0,-16.0,100.0,19016.0
41199,2910,15,41192.0,3.0,0.0,0.0,7.0,-12.0,20.0,20.0,73.0,29960.0
41200,2910,41,41194.0,4.0,1.0,0.0,6.0,-78.0,89.0,-5.0,89.0,6857.0
41236,2911,40,41233.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,100.0,16448.0
41237,2911,16,41235.0,2.0,0.0,0.0,2.0,0.0,100.0,0.0,100.0,14364.0
41238,2911,23,41231.0,3.0,0.0,0.0,7.0,0.0,48.0,95.0,5.0,9760.0
41239,2911,22,41228.0,4.0,1.0,0.0,11.0,-26.0,63.0,0.0,100.0,7398.0
41275,2914,19,41271.0,1.0,0.0,0.0,4.0,0.0,100.0,0.0,100.0,13657.0
41276,2914,15,41267.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,100.0,8507.0
41277,2914,41,41268.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,100.0,17904.0
41278,2914,23,41269.0,4.0,0.0,0.0,9.0,0.0,100.0,0.0,100.0,15556.0
41314,2915,18,41311.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,100.0,28393.0
41315,2915,16,41310.0,2.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,22510.0
41316,2915,19,41309.0,3.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,7564.0
41317,2915,21,41306.0,4.0,0.0,0.0,11.0,0.0,100.0,0.0,100.0,13856.0
41353,2917,23,41350.0,1.0,0.0,0.0,3.0,0.0,100.0,0.0,100.0,71973.0
41354,2917,17,41345.0,2.0,0.0,0.0,9.0,0.0,100.0,0.0,100.0,17834.0
41355,2917,18,41349.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,100.0,11502.0
41356,2917,22,41348.0,4.0,1.0,1.0,8.0,-13.0,80.0,61.0,39.0,41157.0
41392,2918,39,41387.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,100.0,46206.0
41393,2918,22,41391.0,2.0,0.0,0.0,2.0,0.0,100.0,0.0,100.0,19639.0
41394,2918,21,41390.0,3.0,0.0,0.0,4.0,-100.0,100.0,0.0,100.0,164271.0
41395,2918,17,41384.0,4.0,0.0,0.0,11.0,0.0,100.0,0.0,100.0,14357.0
41431,2920,15,41427.0,1.0,0.0,0.0,4.0,0.0,12.0,4.0,84.0,19729.0
41432,2920,18,41428.0,2.0,1.0,0.0,4.0,-76.0,88.0,4.0,89.0,9871.0
41433,2920,17,41423.0,3.0,0.0,0.0,10.0,0.0,76.0,10.0,78.0,7254.0
41434,2920,40,41425.0,4.0,1.0,0.0,9.0,78.0,11.0,-2.0,90.0,7527.0
41470,2922,22,41464.0,1.0,0.0,0.0,6.0,0.0,100.0,-16.0,86.0,
41471,2922,21,41468.0,2.0,1.0,0.0,3.0,-2.0,51.0,-1.0,48.0,
41472,2922,18,41463.0,3.0,0.0,0.0,9.0,0.0,17.0,-9.0,86.0,
41473,2922,17,41462.0,4.0,1.0,1.0,11.0,0.0,0.0,7.0,93.0,
41509,2923,17,41503.0,1.0,0.0,0.0,6.0,0.0,46.0,-28.0,67.0,25431.0
41510,2923,21,41504.0,2.0,1.0,1.0,6.0,-4.0,94.0,-4.0,92.0,58749.0
41511,2923,40,41508.0,3.0,0.0,0.0,3.0,0.0,65.0,5.0,62.0,25377.0
41512,2923,41,41506.0,4.0,1.0,1.0,6.0,6.0,62.0,15.0,62.0,19658.0
41548,2926,16,41540.0,1.0,0.0,0.0,8.0,0.0,0.0,-12.0,100.0,78595.0
41549,2926,41,41541.0,2.0,1.0,1.0,8.0,0.0,0.0,-15.0,100.0,47657.0
41550,2926,15,41542.0,3.0,0.0,0.0,8.0,0.0,0.0,-8.0,100.0,58724.0
41551,2926,23,41547.0,4.0,1.0,0.0,4.0,32.0,34.0,-11.0,78.0,39451.0
41587,2928,15,41581.0,1.0,0.0,0.0,6.0,0.0,62.0,16.0,34.0,
41588,2928,39,41585.0,2.0,1.0,0.0,3.0,100.0,0.0,0.0,100.0,
41589,2928,16,41579.0,3.0,0.0,0.0,10.0,0.0,100.0,23.0,77.0,
41590,2928,23,41582.0,4.0,0.0,0.0,8.0,0.0,100.0,0.0,100.0,
41626,2929,40,41619.0,1.0,0.0,0.0,7.0,0.0,86.0,-4.0,100.0,24779.0
41627,2929,17,41623.0,2.0,1.0,0.0,4.0,-24.0,62.0,0.0,100.0,9335.0
41628,2929,18,41624.0,3.0,0.0,0.0,4.0,0.0,40.0,0.0,100.0,11910.0
41629,2929,21,41618.0,4.0,0.0,0.0,11.0,0.0,100.0,0.0,100.0,9029.0
41665,2931,15,41662.0,1.0,0.0,0.0,3.0,0.0,68.0,20.0,80.0,
41666,2931,21,41658.0,2.0,1.0,1.0,8.0,7.0,85.0,2.0,98.0,
41667,2931,23,41659.0,3.0,0.0,0.0,8.0,0.0,47.0,3.0,50.0,
41668,2931,18,41661.0,4.0,1.0,0.0,7.0,94.0,3.0,16.0,84.0,
41704,2934,18,41697.0,1.0,0.0,0.0,7.0,0.0,81.0,0.0,100.0,7872.0
41705,2934,41,41698.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,100.0,14032.0
41706,2934,20,41701.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,100.0,5319.0
41707,2934,22,41702.0,4.0,0.0,0.0,5.0,0.0,89.0,0.0,100.0,6474.0
41743,2937,40,41739.0,1.0,0.0,0.0,4.0,0.0,1.0,10.0,88.0,122609.0
41744,2937,20,41740.0,2.0,0.0,0.0,4.0,0.0,100.0,-1.0,96.0,31745.0
41745,2937,16,41737.0,3.0,0.0,0.0,8.0,0.0,99.0,-7.0,100.0,20815.0
41746,2937,39,41735.0,4.0,1.0,0.0,11.0,100.0,0.0,3.0,96.0,29116.0
41782,2939,20,41781.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,100.0,
41783,2939,15,41779.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,100.0,
41784,2939,16,41774.0,3.0,0.0,0.0,10.0,100.0,0.0,0.0,100.0,
41785,2939,23,41776.0,4.0,0.0,0.0,9.0,0.0,100.0,0.0,100.0,
41821,2942,19,41816.0,1.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,29644.0
41822,2942,18,41813.0,2.0,1.0,1.0,9.0,-5.0,70.0,-17.0,77.0,39958.0
41823,2942,15,41817.0,3.0,0.0,0.0,6.0,0.0,44.0,33.0,33.0,19958.0
41824,2942,23,41818.0,4.0,1.0,1.0,6.0,-8.0,76.0,2.0,75.0,30791.0
41860,2945,23,41859.0,1.0,0.0,0.0,1.0,0.0,20.0,4.0,77.0,
41861,2945,41,41857.0,2.0,1.0,0.0,4.0,-60.0,80.0,-29.0,83.0,
41862,2945,17,41853.0,3.0,0.0,0.0,9.0,0.0,12.0,7.0,80.0,
41863,2945,16,41856.0,4.0,1.0,0.0,7.0,-54.0,77.0,-19.0,84.0,
41899,2946,15,41893.0,1.0,0.0,0.0,6.0,0.0,87.0,0.0,100.0,26447.0
41900,2946,16,41891.0,2.0,0.0,0.0,9.0,0.0,100.0,0.0,100.0,10396.0
41901,2946,41,41892.0,3.0,0.0,0.0,9.0,0.0,92.0,0.0,100.0,10806.0
41902,2946,40,41897.0,4.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,15182.0
41938,2949,15,41930.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,100.0,22050.0
41939,2949,40,41934.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,100.0,12495.0
41940,2949,41,41932.0,3.0,0.0,0.0,8.0,0.0,20.0,-4.0,92.0,8896.0
41941,2949,20,41931.0,4.0,0.0,0.0,10.0,0.0,100.0,0.0,100.0,9245.0
41977,2950,17,41976.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,38430.0
41978,2950,41,41975.0,2.0,0.0,0.0,3.0,0.0,100.0,0.0,100.0,9201.0
41979,2950,20,41974.0,3.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,10301.0
41980,2950,19,41971.0,4.0,0.0,0.0,9.0,0.0,100.0,0.0,100.0,6792.0
42016,2953,18,42012.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,100.0,
42017,2953,15,42009.0,2.0,1.0,0.0,8.0,100.0,0.0,0.0,100.0,
42018,2953,39,42008.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,100.0,
42019,2953,17,42013.0,4.0,1.0,1.0,6.0,0.0,0.0,0.0,100.0,
42055,2954,41,42053.0,1.0,0.0,0.0,2.0,0.0,99.0,0.0,100.0,34494.0
42056,2954,20,42054.0,2.0,0.0,0.0,2.0,0.0,100.0,0.0,100.0,16737.0
42057,2954,19,42047.0,3.0,0.0,0.0,10.0,0.0,100.0,0.0,100.0,17783.0
42058,2954,21,42049.0,4.0,0.0,0.0,9.0,0.0,100.0,-18.0,100.0,10845.0
42094,2955,23,42093.0,1.0,0.0,0.0,1.0,0.0,93.0,-8.0,94.0,32312.0
42095,2955,22,42092.0,2.0,1.0,0.0,3.0,-78.0,89.0,-2.0,91.0,6599.0
42096,2955,19,42091.0,3.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,12445.0
42097,2955,15,42090.0,4.0,1.0,1.0,7.0,0.0,15.0,-1.0,88.0,28334.0
42133,2956,21,42132.0,1.0,0.0,0.0,1.0,0.0,79.0,-1.0,78.0,26854.0
42134,2956,41,42130.0,2.0,0.0,0.0,4.0,0.0,100.0,7.0,93.0,10959.0
42135,2956,40,42129.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0,84.0,9428.0
42136,2956,23,42131.0,4.0,1.0,0.0,5.0,-64.0,82.0,2.0,77.0,7109.0
42172,2957,17,42168.0,1.0,0.0,0.0,4.0,0.0,63.0,-11.0,80.0,18704.0
42173,2957,15,42170.0,2.0,1.0,1.0,3.0,-2.0,19.0,0.0,100.0,36242.0
42174,2957,19,42167.0,3.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,7949.0
42175,2957,39,42165.0,4.0,1.0,1.0,10.0,-3.0,21.0,-6.0,94.0,27487.0
42211,2958,15,42205.0,1.0,0.0,0.0,6.0,0.0,62.0,23.0,51.0,18645.0
42212,2958,17,42206.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,100.0,28325.0
42213,2958,20,42210.0,3.0,0.0,0.0,3.0,0.0,77.0,0.0,100.0,9539.0
42214,2958,41,42207.0,4.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,8792.0
42250,2959,23,42245.0,1.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,28818.0
42251,2959,19,42244.0,2.0,0.0,0.0,7.0,0.0,72.0,50.0,50.0,36864.0
42252,2959,41,42248.0,3.0,0.0,0.0,4.0,0.0,58.0,-45.0,100.0,19464.0
42253,2959,20,42242.0,4.0,0.0,0.0,11.0,0.0,41.0,0.0,100.0,14096.0
42289,2960,17,42285.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,100.0,95447.0
42290,2960,23,42284.0,2.0,0.0,0.0,6.0,0.0,100.0,0.0,100.0,158802.0
42291,2960,22,42283.0,3.0,0.0,0.0,8.0,0.0,53.0,0.0,100.0,43104.0
42292,2960,16,42286.0,4.0,0.0,0.0,6.0,0.0,100.0,0.0,100.0,43652.0
42328,2961,18,42322.0,1.0,0.0,0.0,6.0,0.0,81.0,0.0,100.0,
42329,2961,15,42324.0,2.0,1.0,0.0,5.0,-50.0,75.0,0.0,100.0,
42330,2961,40,42327.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,100.0,
42331,2961,16,42325.0,4.0,0.0,0.0,6.0,-3.0,100.0,0.0,100.0,
42367,2968,17,42362.0,1.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,101966.0
42368,2968,41,42360.0,2.0,0.0,0.0,8.0,0.0,100.0,0.0,100.0,58194.0
42369,2968,18,42366.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,100.0,69611.0
42370,2968,22,42363.0,4.0,1.0,0.0,7.0,-60.0,80.0,-5.0,86.0,11695.0
42406,2969,23,42403.0,1.0,0.0,0.0,3.0,0.0,100.0,0.0,100.0,
42407,2969,20,42398.0,2.0,1.0,0.0,9.0,-58.0,79.0,20.0,80.0,
42408,2969,21,42399.0,3.0,0.0,0.0,9.0,0.0,100.0,0.0,100.0,
42409,2969,15,42404.0,4.0,1.0,0.0,5.0,2.0,49.0,0.0,100.0,
42445,2973,22,42441.0,1.0,0.0,0.0,4.0,0.0,100.0,3.0,89.0,
42446,2973,20,42444.0,2.0,1.0,0.0,2.0,-98.0,99.0,0.0,100.0,
42447,2973,18,42438.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,100.0,
42448,2973,39,42440.0,4.0,1.0,0.0,8.0,98.0,1.0,-1.0,100.0,
42484,2976,20,42483.0,1.0,0.0,0.0,1.0,0.0,100.0,-9.0,100.0,55725.0
42485,2976,21,42482.0,2.0,0.0,0.0,3.0,0.0,100.0,0.0,100.0,7217.0
42486,2976,41,42481.0,3.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,29174.0
42487,2976,18,42478.0,4.0,1.0,0.0,9.0,100.0,0.0,0.0,100.0,14710.0
42523,2978,15,42518.0,1.0,0.0,0.0,5.0,0.0,24.0,8.0,55.0,22219.0
42524,2978,16,42521.0,2.0,0.0,0.0,3.0,0.0,100.0,0.0,100.0,6093.0
42525,2978,22,42516.0,3.0,0.0,0.0,9.0,0.0,67.0,29.0,50.0,5512.0
42526,2978,17,42519.0,4.0,0.0,0.0,7.0,0.0,89.0,-16.0,100.0,4264.0
42562,2980,22,42558.0,1.0,0.0,0.0,4.0,0.0,11.0,0.0,100.0,
42563,2980,40,42559.0,2.0,1.0,1.0,4.0,11.0,89.0,0.0,100.0,
42564,2980,20,42556.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,100.0,
42565,2980,39,42560.0,4.0,1.0,0.0,5.0,-26.0,63.0,23.0,52.0,
42601,2983,18,42596.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,100.0,
42602,2983,39,42597.0,2.0,1.0,0.0,5.0,100.0,0.0,0.0,100.0,
42603,2983,22,42599.0,3.0,0.0,0.0,4.0,0.0,100.0,0.0,100.0,
42604,2983,20,42598.0,4.0,0.0,0.0,6.0,0.0,100.0,0.0,100.0,
42640,2984,18,42637.0,1.0,0.0,0.0,3.0,0.0,75.0,0.0,100.0,29273.0
42641,2984,17,42633.0,2.0,1.0,0.0,8.0,56.0,22.0,0.0,100.0,8520.0
42642,2984,15,42639.0,3.0,0.0,0.0,3.0,0.0,78.0,0.0,100.0,23114.0
42643,2984,39,42638.0,4.0,1.0,0.0,5.0,100.0,0.0,0.0,100.0,5817.0
42679,2985,23,42673.0,1.0,0.0,0.0,6.0,0.0,80.0,-7.0,100.0,16351.0
42680,2985,21,42672.0,2.0,0.0,0.0,8.0,0.0,100.0,0.0,100.0,8062.0
42681,2985,16,42671.0,3.0,0.0,0.0,10.0,0.0,100.0,0.0,100.0,6591.0
42682,2985,20,42678.0,4.0,1.0,0.0,4.0,-2.0,51.0,-43.0,85.0,9309.0
42718,2986,41,42710.0,1.0,0.0,0.0,8.0,0.0,98.0,30.0,70.0,20485.0
42719,2986,21,42715.0,2.0,0.0,0.0,4.0,0.0,98.0,1.0,99.0,9684.0
42720,2986,23,42713.0,3.0,0.0,0.0,7.0,0.0,2.0,0.0,100.0,19941.0
