,user id,question id,statement index,orden,manipulada,deteccion,distancia,variacion agreement,agreement inicial,variacion confianza,confianza inicial,timer
3016,160,18,3013.0,2.0,0.0,0.0,3.0,0.0,77.0,-1.0,61.0,
3017,160,40,3008.0,3.0,0.0,0.0,9.0,0.0,66.0,16.0,45.0,
3018,160,21,3011.0,4.0,0.0,0.0,7.0,0.0,27.0,-3.0,84.0,
3056,161,20,3052.0,1.0,0.0,0.0,4.0,0.0,73.0,-6.0,75.0,
3057,161,19,3051.0,2.0,0.0,0.0,6.0,0.0,83.0,-14.0,93.0,
3058,161,40,3055.0,3.0,0.0,0.0,3.0,0.0,13.0,-16.0,92.0,
3059,161,17,3053.0,4.0,0.0,0.0,6.0,0.0,77.0,-7.0,79.0,
3097,166,20,3090.0,1.0,0.0,0.0,7.0,0.0,63.0,4.0,52.0,
3098,166,19,3091.0,2.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,
3099,166,40,3093.0,3.0,0.0,0.0,6.0,0.0,98.0,-7.0,86.0,
3100,166,21,3096.0,4.0,1.0,1.0,4.0,8.0,3.0,0.0,100.0,
3138,168,17,3137.0,1.0,0.0,0.0,1.0,0.0,72.0,-9.0,81.0,24016.0
3139,168,40,3135.0,2.0,0.0,0.0,4.0,0.0,100.0,-32.0,100.0,12236.0
3140,168,22,3130.0,3.0,0.0,0.0,10.0,0.0,0.0,-27.0,100.0,17744.0
3141,168,16,3131.0,4.0,0.0,0.0,10.0,0.0,100.0,0.0,100.0,17539.0
3179,169,15,3171.0,1.0,0.0,0.0,8.0,0.0,80.0,-2.0,96.0,24664.0
3180,169,23,3176.0,2.0,1.0,0.0,4.0,44.0,28.0,5.0,92.0,25500.0
3181,169,41,3178.0,3.0,0.0,0.0,3.0,0.0,84.0,-1.0,93.0,11416.0
3182,169,19,3173.0,4.0,1.0,1.0,9.0,1.0,83.0,0.0,100.0,20367.0
3220,170,16,3217.0,1.0,0.0,0.0,3.0,0.0,47.0,3.0,70.0,19836.0
3221,170,41,3218.0,2.0,1.0,0.0,3.0,-56.0,78.0,-1.0,65.0,9328.0
3222,170,17,3219.0,3.0,0.0,0.0,3.0,0.0,58.0,1.0,66.0,4838.0
3223,170,15,3213.0,4.0,1.0,0.0,10.0,-36.0,68.0,-2.0,68.0,5169.0
3261,171,15,3254.0,1.0,0.0,0.0,7.0,0.0,59.0,35.0,42.0,14723.0
3262,171,19,3260.0,2.0,0.0,0.0,2.0,0.0,100.0,0.0,100.0,7021.0
3263,171,40,3259.0,3.0,0.0,0.0,4.0,0.0,100.0,0.0,100.0,6899.0
3264,171,21,3255.0,4.0,1.0,0.0,9.0,34.0,33.0,-43.0,71.0,10734.0
3302,174,21,3294.0,1.0,0.0,0.0,8.0,0.0,9.0,0.0,100.0,
3303,174,17,3297.0,2.0,0.0,0.0,6.0,0.0,100.0,0.0,100.0,
3304,174,15,3301.0,3.0,0.0,0.0,3.0,0.0,88.0,0.0,100.0,
3305,174,40,3300.0,4.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,
3343,175,39,3339.0,1.0,0.0,0.0,4.0,0.0,100.0,0.0,100.0,22379.0
3344,175,16,3341.0,2.0,0.0,0.0,3.0,0.0,100.0,0.0,100.0,29589.0
3345,175,15,3335.0,3.0,0.0,0.0,10.0,0.0,88.0,-3.0,95.0,14578.0
3346,175,23,3336.0,4.0,1.0,0.0,10.0,46.0,27.0,0.0,100.0,13941.0
3384,176,17,3377.0,1.0,0.0,0.0,7.0,0.0,80.0,0.0,100.0,18913.0
3385,176,40,3380.0,2.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,8783.0
3386,176,18,3382.0,3.0,0.0,0.0,4.0,-87.0,88.0,0.0,100.0,23434.0
3387,176,15,3381.0,4.0,0.0,0.0,6.0,0.0,100.0,0.0,100.0,10117.0
3425,177,17,3421.0,1.0,0.0,0.0,4.0,0.0,100.0,0.0,100.0,27292.0
3426,177,18,3417.0,2.0,0.0,0.0,9.0,0.0,76.0,0.0,100.0,7488.0
3427,177,20,3422.0,3.0,0.0,0.0,5.0,0.0,76.0,0.0,100.0,134127.0
3428,177,15,3418.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,100.0,103245.0
3466,178,20,3462.0,1.0,0.0,0.0,4.0,0.0,37.0,-6.0,69.0,
3467,178,21,3463.0,2.0,1.0,1.0,4.0,2.0,11.0,-2.0,82.0,
3468,178,18,3459.0,3.0,0.0,0.0,9.0,0.0,56.0,1.0,71.0,
3469,178,40,3460.0,4.0,1.0,0.0,9.0,-54.0,77.0,5.0,62.0,
3507,179,20,3505.0,1.0,0.0,0.0,2.0,0.0,89.0,-14.0,86.0,26584.0
3508,179,21,3499.0,2.0,1.0,0.0,9.0,-13.0,54.0,-13.0,74.0,239501.0
3509,179,41,3502.0,3.0,0.0,0.0,7.0,0.0,67.0,-4.0,66.0,34353.0
3510,179,23,3501.0,4.0,1.0,0.0,9.0,36.0,32.0,-5.0,72.0,26685.0
3548,180,21,3546.0,1.0,0.0,0.0,2.0,0.0,58.0,-28.0,62.0,
3549,180,41,3542.0,2.0,1.0,1.0,7.0,-3.0,90.0,3.0,82.0,
3550,180,17,3540.0,3.0,0.0,0.0,10.0,0.0,91.0,-14.0,75.0,
3551,180,15,3547.0,4.0,1.0,1.0,4.0,0.0,17.0,10.0,67.0,
3589,185,16,3587.0,1.0,0.0,0.0,2.0,0.0,100.0,0.0,100.0,
3590,185,20,3588.0,2.0,1.0,1.0,2.0,4.0,29.0,0.0,100.0,
3591,185,19,3585.0,3.0,0.0,0.0,6.0,0.0,100.0,0.0,100.0,
3592,185,40,3584.0,4.0,0.0,0.0,8.0,0.0,100.0,0.0,100.0,
3630,186,21,3623.0,1.0,0.0,0.0,7.0,0.0,31.0,0.0,100.0,63682.0
3631,186,17,3624.0,2.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,11458.0
3632,186,23,3625.0,3.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,9964.0
3633,186,39,3626.0,4.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,9403.0
3671,187,23,3669.0,1.0,0.0,0.0,2.0,21.0,35.0,46.0,42.0,30424.0
3672,187,19,3664.0,2.0,0.0,0.0,8.0,0.0,100.0,0.0,100.0,22701.0
3673,187,40,3670.0,3.0,0.0,0.0,3.0,17.0,83.0,0.0,100.0,13172.0
3674,187,21,3666.0,4.0,1.0,0.0,8.0,66.0,17.0,4.0,77.0,18532.0
3712,189,18,3707.0,1.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,
3713,189,16,3705.0,2.0,1.0,0.0,8.0,-18.0,59.0,0.0,100.0,
3714,189,20,3706.0,3.0,0.0,0.0,8.0,0.0,14.0,0.0,100.0,
3715,189,19,3708.0,4.0,1.0,0.0,7.0,-20.0,60.0,0.0,100.0,
3753,190,21,3748.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,100.0,20365.0
3754,190,18,3745.0,2.0,0.0,0.0,9.0,0.0,100.0,0.0,100.0,10428.0
3755,190,16,3752.0,3.0,0.0,0.0,3.0,0.0,100.0,0.0,100.0,13716.0
3756,190,19,3747.0,4.0,0.0,0.0,9.0,0.0,100.0,0.0,100.0,19975.0
3794,192,16,3793.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,100.0,
3795,192,15,3789.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,100.0,
3796,192,18,3786.0,3.0,0.0,0.0,10.0,0.0,28.0,0.0,100.0,
3797,192,22,3792.0,4.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,
3835,193,16,3830.0,1.0,0.0,0.0,5.0,0.0,94.0,3.0,94.0,11957.0
3836,193,17,3833.0,2.0,1.0,1.0,3.0,-21.0,85.0,-11.0,83.0,131069.0
3837,193,23,3832.0,3.0,0.0,0.0,5.0,0.0,11.0,-9.0,100.0,11424.0
3838,193,20,3831.0,4.0,1.0,0.0,7.0,40.0,30.0,7.0,78.0,12645.0
3876,194,19,3872.0,1.0,0.0,0.0,4.0,0.0,79.0,0.0,82.0,27149.0
3877,194,41,3875.0,2.0,0.0,0.0,2.0,0.0,100.0,0.0,100.0,8688.0
3878,194,20,3873.0,3.0,0.0,0.0,5.0,0.0,82.0,2.0,80.0,6531.0
3879,194,23,3868.0,4.0,0.0,0.0,11.0,0.0,78.0,-1.0,86.0,4929.0
3917,196,18,3911.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,100.0,18763.0
3918,196,22,3909.0,2.0,1.0,0.0,9.0,78.0,11.0,-10.0,100.0,11661.0
3919,196,40,3912.0,3.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,9589.0
3920,196,23,3915.0,4.0,1.0,0.0,5.0,100.0,0.0,-100.0,100.0,25087.0
3958,199,18,3955.0,1.0,0.0,0.0,3.0,0.0,15.0,-4.0,86.0,
3959,199,21,3953.0,2.0,0.0,0.0,6.0,0.0,15.0,-3.0,85.0,
3960,199,15,3950.0,3.0,0.0,0.0,10.0,0.0,89.0,-6.0,86.0,
3961,199,39,3951.0,4.0,0.0,0.0,10.0,0.0,71.0,-10.0,93.0,
3999,200,22,3993.0,1.0,0.0,0.0,6.0,0.0,22.0,-100.0,100.0,68617.0
4000,200,39,3997.0,2.0,0.0,0.0,3.0,0.0,100.0,0.0,100.0,28170.0
4001,200,19,3994.0,3.0,0.0,0.0,7.0,0.0,100.0,-100.0,100.0,23062.0
4002,200,16,3996.0,4.0,0.0,0.0,6.0,0.0,100.0,-100.0,100.0,13512.0
4040,202,20,4035.0,1.0,0.0,0.0,5.0,0.0,58.0,-7.0,69.0,
4041,202,19,4033.0,2.0,1.0,1.0,8.0,0.0,68.0,2.0,73.0,
4042,202,22,4038.0,3.0,0.0,0.0,4.0,0.0,81.0,-14.0,81.0,
4043,202,23,4039.0,4.0,1.0,1.0,4.0,-5.0,72.0,1.0,38.0,
4081,203,39,4077.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,100.0,62449.0
4082,203,23,4073.0,2.0,1.0,0.0,9.0,-48.0,74.0,22.0,64.0,18416.0
4083,203,17,4079.0,3.0,0.0,0.0,4.0,100.0,0.0,5.0,95.0,27503.0
4084,203,20,4075.0,4.0,1.0,1.0,9.0,0.0,0.0,31.0,69.0,24907.0
4122,205,39,4121.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,100.0,
4123,205,40,4120.0,2.0,0.0,0.0,3.0,0.0,100.0,0.0,100.0,
4124,205,16,4119.0,3.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,
4125,205,18,4114.0,4.0,0.0,0.0,11.0,0.0,68.0,0.0,100.0,
4163,212,17,4161.0,1.0,0.0,0.0,2.0,0.0,99.0,-2.0,99.0,34895.0
4164,212,22,4157.0,2.0,1.0,0.0,7.0,-98.0,99.0,1.0,99.0,57438.0
4165,212,21,4159.0,3.0,0.0,0.0,6.0,0.0,11.0,0.0,100.0,10070.0
4166,212,41,4158.0,4.0,1.0,0.0,8.0,76.0,12.0,0.0,100.0,9939.0
4204,213,41,4203.0,1.0,0.0,0.0,1.0,0.0,100.0,-25.0,100.0,
4205,213,40,4200.0,2.0,0.0,0.0,5.0,-7.0,100.0,0.0,100.0,
4206,213,39,4199.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,100.0,
4207,213,15,4198.0,4.0,1.0,1.0,9.0,0.0,0.0,-14.0,100.0,
4245,214,19,4244.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,100.0,
4246,214,20,4237.0,2.0,0.0,0.0,9.0,0.0,62.0,8.0,55.0,
4247,214,18,4243.0,3.0,0.0,0.0,4.0,0.0,77.0,6.0,79.0,
4248,214,22,4240.0,4.0,0.0,0.0,8.0,0.0,100.0,0.0,100.0,
4286,215,21,4280.0,1.0,0.0,0.0,6.0,0.0,6.0,0.0,100.0,
4287,215,19,4279.0,2.0,1.0,1.0,8.0,-22.0,84.0,17.0,83.0,
4288,215,18,4284.0,3.0,0.0,0.0,4.0,0.0,81.0,1.0,99.0,
4289,215,23,4283.0,4.0,1.0,1.0,6.0,-14.0,94.0,0.0,100.0,
4327,216,21,4326.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,100.0,
4328,216,40,4325.0,2.0,1.0,0.0,3.0,100.0,0.0,0.0,100.0,
4329,216,20,4324.0,3.0,0.0,0.0,5.0,0.0,100.0,-37.0,100.0,
4330,216,41,4319.0,4.0,1.0,0.0,11.0,100.0,0.0,0.0,100.0,
4368,217,18,4361.0,1.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,
4369,217,40,4367.0,2.0,0.0,0.0,2.0,0.0,100.0,0.0,100.0,
4370,217,21,4360.0,3.0,0.0,0.0,10.0,0.0,22.0,4.0,96.0,
4371,217,20,4365.0,4.0,1.0,0.0,6.0,-32.0,66.0,15.0,77.0,
4409,220,21,4404.0,1.0,0.0,0.0,5.0,0.0,29.0,3.0,71.0,120927.0
4410,220,17,4401.0,2.0,1.0,0.0,9.0,-20.0,60.0,-28.0,100.0,179294.0
4411,220,41,4407.0,3.0,0.0,0.0,4.0,0.0,94.0,5.0,90.0,16176.0
4412,220,18,4406.0,4.0,1.0,0.0,6.0,44.0,28.0,-1.0,74.0,117155.0
4450,221,39,4443.0,1.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,
4451,221,17,4442.0,2.0,0.0,0.0,9.0,0.0,100.0,0.0,100.0,
4452,221,23,4446.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,100.0,
4453,221,18,4448.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,100.0,
4491,224,16,4490.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,100.0,
4492,224,40,4485.0,2.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,
4493,224,20,4486.0,3.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,
4494,224,23,4489.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,100.0,
4532,225,23,4526.0,1.0,0.0,0.0,6.0,0.0,0.0,-15.0,100.0,
4533,225,20,4527.0,2.0,1.0,0.0,6.0,4.0,48.0,8.0,49.0,
4534,225,17,4530.0,3.0,0.0,0.0,4.0,0.0,16.0,-28.0,85.0,
4535,225,21,4531.0,4.0,1.0,0.0,4.0,26.0,37.0,-19.0,81.0,
4573,231,39,4568.0,1.0,0.0,0.0,5.0,0.0,63.0,21.0,61.0,40051.0
4574,231,15,4570.0,2.0,1.0,0.0,4.0,-48.0,74.0,-2.0,83.0,15331.0
4575,231,21,4572.0,3.0,0.0,0.0,3.0,0.0,14.0,-19.0,100.0,5025.0
4576,231,18,4565.0,4.0,1.0,0.0,11.0,100.0,0.0,-10.0,100.0,6050.0
4614,234,21,4612.0,1.0,0.0,0.0,2.0,0.0,0.0,-3.0,100.0,24950.0
4615,234,41,4610.0,2.0,1.0,1.0,5.0,2.0,98.0,0.0,100.0,65118.0
4616,234,40,4609.0,3.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,10573.0
4617,234,39,4606.0,4.0,0.0,0.0,11.0,0.0,100.0,3.0,97.0,9221.0
4655,237,22,4654.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,100.0,34218.0
4656,237,17,4649.0,2.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,57550.0
4657,237,41,4652.0,3.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,17604.0
4658,237,23,4648.0,4.0,1.0,0.0,10.0,28.0,36.0,29.0,38.0,28113.0
4696,242,23,4695.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,100.0,
4697,242,18,4690.0,2.0,0.0,0.0,7.0,0.0,100.0,-100.0,100.0,
4698,242,40,4688.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,100.0,
4699,242,15,4691.0,4.0,1.0,1.0,8.0,0.0,0.0,0.0,100.0,
4737,243,20,4731.0,1.0,0.0,0.0,6.0,0.0,56.0,-6.0,58.0,16017.0
4738,243,23,4729.0,2.0,1.0,0.0,9.0,-18.0,59.0,-15.0,66.0,7359.0
4739,243,40,4732.0,3.0,0.0,0.0,7.0,0.0,24.0,-16.0,70.0,11693.0
4740,243,19,4735.0,4.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,11326.0
4778,245,41,4771.0,1.0,0.0,0.0,7.0,0.0,66.0,24.0,76.0,
4779,245,40,4777.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,100.0,
4780,245,39,4773.0,3.0,0.0,0.0,7.0,0.0,28.0,21.0,79.0,
4781,245,23,4772.0,4.0,0.0,0.0,9.0,0.0,100.0,0.0,100.0,
4819,276,40,4816.0,1.0,0.0,0.0,3.0,0.0,16.0,0.0,100.0,
4820,276,21,4811.0,2.0,1.0,1.0,9.0,-11.0,27.0,68.0,15.0,
4821,276,22,4818.0,3.0,0.0,0.0,3.0,0.0,100.0,0.0,100.0,
4822,276,19,4812.0,4.0,0.0,0.0,10.0,-21.0,100.0,-15.0,100.0,
4860,295,20,4854.0,1.0,0.0,0.0,6.0,0.0,31.0,-27.0,100.0,25145.0
4861,295,16,4852.0,2.0,0.0,0.0,9.0,0.0,100.0,8.0,92.0,16569.0
4862,295,19,4853.0,3.0,0.0,0.0,9.0,0.0,100.0,0.0,100.0,72473.0
4863,295,17,4856.0,4.0,1.0,0.0,7.0,46.0,27.0,-22.0,87.0,5711.0
4901,297,15,4898.0,1.0,0.0,0.0,3.0,0.0,65.0,34.0,30.0,
4902,297,18,4893.0,2.0,0.0,0.0,9.0,0.0,0.0,-57.0,100.0,
4903,297,22,4896.0,3.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,
4904,297,20,4897.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,100.0,
4942,306,21,4937.0,1.0,0.0,0.0,5.0,0.0,31.0,-11.0,88.0,
4943,306,41,4936.0,2.0,0.0,0.0,7.0,0.0,100.0,14.0,86.0,
4944,306,16,4939.0,3.0,0.0,0.0,5.0,0.0,100.0,-12.0,100.0,
4945,306,20,4940.0,4.0,1.0,1.0,5.0,-12.0,26.0,4.0,85.0,
4983,315,21,4977.0,1.0,0.0,0.0,6.0,0.0,100.0,0.0,100.0,22782.0
4984,315,39,4978.0,2.0,0.0,0.0,6.0,0.0,100.0,0.0,100.0,26396.0
4985,315,19,4982.0,3.0,0.0,0.0,3.0,0.0,100.0,0.0,100.0,16667.0
4986,315,16,4980.0,4.0,0.0,0.0,6.0,0.0,100.0,0.0,100.0,42751.0
5024,332,22,5019.0,1.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,
5025,332,39,5018.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,100.0,
5026,332,19,5021.0,3.0,0.0,0.0,5.0,0.0,83.0,0.0,100.0,
5027,332,41,5022.0,4.0,0.0,0.0,5.0,0.0,76.0,0.0,100.0,
5065,338,20,5060.0,1.0,0.0,0.0,5.0,0.0,100.0,2.0,98.0,25141.0
5066,338,22,5063.0,2.0,0.0,0.0,3.0,0.0,100.0,-1.0,100.0,11754.0
5067,338,16,5061.0,3.0,0.0,0.0,6.0,0.0,100.0,0.0,100.0,8341.0
5068,338,15,5058.0,4.0,0.0,0.0,10.0,0.0,100.0,0.0,100.0,9602.0
5106,342,41,5102.0,1.0,0.0,0.0,4.0,0.0,11.0,0.0,100.0,103100.0
5107,342,20,5103.0,2.0,1.0,0.0,4.0,-12.0,56.0,17.0,83.0,58173.0
5108,342,23,5099.0,3.0,0.0,0.0,9.0,0.0,87.0,10.0,90.0,12380.0
5109,342,15,5100.0,4.0,1.0,1.0,9.0,-10.0,10.0,0.0,100.0,52395.0
5147,343,17,5145.0,1.0,0.0,0.0,2.0,0.0,100.0,0.0,100.0,
5148,343,21,5146.0,2.0,1.0,0.0,2.0,50.0,25.0,54.0,26.0,
5149,343,20,5141.0,3.0,0.0,0.0,8.0,0.0,72.0,24.0,40.0,
5150,343,19,5140.0,4.0,0.0,0.0,10.0,0.0,100.0,-18.0,100.0,
5188,346,22,5187.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,100.0,19355.0
5189,346,40,5180.0,2.0,0.0,0.0,9.0,0.0,100.0,0.0,100.0,35248.0
5190,346,23,5186.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,100.0,25309.0
5191,346,41,5182.0,4.0,1.0,0.0,9.0,50.0,25.0,0.0,100.0,11214.0
5229,347,20,5226.0,1.0,0.0,0.0,3.0,0.0,0.0,-46.0,100.0,28599.0
5230,347,23,5223.0,2.0,1.0,0.0,7.0,-50.0,75.0,-34.0,100.0,24199.0
5231,347,40,5228.0,3.0,0.0,0.0,3.0,0.0,46.0,-4.0,64.0,10960.0
5232,347,22,5224.0,4.0,1.0,0.0,8.0,100.0,0.0,0.0,100.0,8958.0
5270,354,22,5264.0,1.0,0.0,0.0,6.0,0.0,100.0,4.0,79.0,22427.0
5271,354,19,5265.0,2.0,0.0,0.0,6.0,0.0,100.0,2.0,86.0,26801.0
5272,354,20,5268.0,3.0,0.0,0.0,4.0,0.0,16.0,7.0,78.0,17519.0
5273,354,23,5267.0,4.0,1.0,1.0,6.0,-3.0,24.0,-2.0,84.0,27096.0
5311,355,41,5308.0,1.0,0.0,0.0,3.0,0.0,29.0,8.0,64.0,15125.0
5312,355,21,5306.0,2.0,1.0,1.0,6.0,1.0,29.0,-3.0,70.0,17929.0
5313,355,19,5307.0,3.0,0.0,0.0,6.0,0.0,86.0,-1.0,86.0,17324.0
5314,355,40,5310.0,4.0,1.0,1.0,4.0,-7.0,68.0,0.0,68.0,16838.0
5352,356,18,5348.0,1.0,0.0,0.0,4.0,0.0,63.0,0.0,100.0,14972.0
5353,356,22,5345.0,2.0,0.0,0.0,8.0,0.0,100.0,0.0,100.0,7027.0
5354,356,15,5344.0,3.0,0.0,0.0,10.0,0.0,48.0,0.0,100.0,10210.0
5355,356,17,5351.0,4.0,0.0,0.0,4.0,0.0,100.0,0.0,100.0,18410.0
5393,357,20,5385.0,1.0,0.0,0.0,8.0,0.0,60.0,-21.0,84.0,
5394,357,22,5387.0,2.0,0.0,0.0,7.0,0.0,100.0,-8.0,100.0,
5395,357,21,5388.0,3.0,0.0,0.0,7.0,0.0,25.0,11.0,70.0,
5396,357,18,5389.0,4.0,0.0,0.0,7.0,0.0,35.0,-2.0,78.0,
5434,359,23,5428.0,1.0,0.0,0.0,6.0,0.0,54.0,28.0,72.0,
5435,359,20,5426.0,2.0,1.0,0.0,9.0,4.0,48.0,0.0,100.0,
5436,359,41,5431.0,3.0,0.0,0.0,5.0,0.0,57.0,0.0,100.0,
5437,359,15,5429.0,4.0,1.0,0.0,8.0,-8.0,54.0,0.0,100.0,
5475,361,22,5473.0,1.0,0.0,0.0,2.0,0.0,85.0,-1.0,86.0,
5476,361,40,5468.0,2.0,1.0,1.0,8.0,9.0,76.0,7.0,83.0,
5477,361,39,5472.0,3.0,0.0,0.0,5.0,0.0,25.0,0.0,91.0,
5478,361,18,5467.0,4.0,1.0,1.0,11.0,9.0,73.0,6.0,80.0,
5516,374,17,5509.0,1.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,26560.0
5517,374,40,5508.0,2.0,0.0,0.0,9.0,0.0,75.0,24.0,44.0,19528.0
5518,374,23,5511.0,3.0,0.0,0.0,7.0,0.0,90.0,-2.0,91.0,24141.0
5519,374,15,5513.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,100.0,17397.0
5557,376,19,5549.0,1.0,0.0,0.0,8.0,0.0,100.0,0.0,100.0,21409.0
5558,376,16,5554.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,100.0,7186.0
5559,376,15,5550.0,3.0,0.0,0.0,9.0,-33.0,53.0,0.0,100.0,15195.0
5560,376,17,5552.0,4.0,0.0,0.0,8.0,0.0,100.0,0.0,100.0,5530.0
5598,384,15,5592.0,1.0,0.0,0.0,6.0,0.0,71.0,-2.0,86.0,33541.0
5599,384,23,5595.0,2.0,1.0,0.0,4.0,26.0,37.0,-49.0,72.0,69817.0
5600,384,16,5593.0,3.0,0.0,0.0,7.0,0.0,100.0,-18.0,100.0,10866.0
5601,384,18,5597.0,4.0,1.0,1.0,4.0,-6.0,15.0,8.0,78.0,23256.0
5639,385,16,5633.0,1.0,0.0,0.0,6.0,0.0,100.0,-50.0,100.0,19619.0
5640,385,41,5635.0,2.0,1.0,1.0,5.0,-17.0,78.0,2.0,38.0,35243.0
5641,385,19,5637.0,3.0,0.0,0.0,4.0,0.0,100.0,0.0,100.0,23040.0
5642,385,22,5638.0,4.0,1.0,1.0,4.0,-3.0,13.0,10.0,71.0,20783.0
5680,395,21,5678.0,1.0,0.0,0.0,2.0,0.0,80.0,0.0,100.0,
5681,395,16,5679.0,2.0,0.0,0.0,2.0,0.0,100.0,0.0,100.0,
5682,395,17,5674.0,3.0,0.0,0.0,8.0,0.0,100.0,0.0,100.0,
5683,395,20,5672.0,4.0,1.0,0.0,11.0,72.0,14.0,5.0,87.0,
5721,396,22,5714.0,1.0,0.0,0.0,7.0,0.0,51.0,29.0,71.0,
5722,396,23,5715.0,2.0,0.0,0.0,7.0,0.0,100.0,0.0,100.0,
5723,396,16,5716.0,3.0,0.0,0.0,7.0,0.0,100.0,23.0,77.0,
5724,396,20,5719.0,4.0,0.0,0.0,5.0,0.0,25.0,0.0,100.0,
5762,401,21,5755.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,100.0,
5763,401,17,5760.0,2.0,0.0,0.0,3.0,0.0,100.0,0.0,100.0,
5764,401,41,5754.0,3.0,0.0,0.0,10.0,0.0,51.0,-45.0,100.0,
5765,401,19,5761.0,4.0,0.0,0.0,4.0,0.0,100.0,0.0,100.0,
5803,403,17,5802.0,1.0,0.0,0.0,1.0,0.0,80.0,5.0,79.0,19691.0
5804,403,18,5798.0,2.0,0.0,0.0,6.0,0.0,75.0,7.0,71.0,23221.0
5805,403,23,5800.0,3.0,0.0,0.0,5.0,0.0,81.0,-3.0,79.0,18126.0
5806,403,20,5797.0,4.0,0.0,0.0,9.0,0.0,38.0,4.0,72.0,21757.0
5844,404,18,5836.0,1.0,0.0,0.0,8.0,0.0,100.0,0.0,100.0,16638.0
5845,404,19,5843.0,2.0,0.0,0.0,2.0,0.0,28.0,0.0,100.0,8045.0
5846,404,41,5841.0,3.0,0.0,0.0,5.0,0.0,83.0,-1.0,100.0,8813.0
5847,404,16,5840.0,4.0,0.0,0.0,7.0,0.0,100.0,-3.0,100.0,5128.0
5885,406,16,5878.0,1.0,0.0,0.0,7.0,0.0,65.0,5.0,73.0,
5886,406,18,5881.0,2.0,0.0,0.0,5.0,0.0,100.0,0.0,100.0,
5887,406,40,5883.0,3.0,0.0,0.0,4.0,0.0,9.0,1.0,93.0,
5888,406,41,5877.0,4.0,1.0,1.0,11.0,0.0,0.0,-2.0,100.0,
5926,407,40,5920.0,1.0,0.0,0.0,6.0,0.0,68.0,1.0,59.0,24129.0
5927,407,19,5925.0,2.0,0.0,0.0,2.0,0.0,100.0,0.0,100.0,23919.0
5928,407,21,5918.0,3.0,0.0,0.0,10.0,0.0,0.0,100.0,0.0,8239.0
5929,407,22,5922.0,4.0,1.0,0.0,7.0,-42.0,71.0,-20.0,71.0,12754.0
5967,409,21,5964.0,1.0,0.0,0.0,3.0,0.0,66.0,-26.0,100.0,16977.0
5968,409,23,5965.0,2.0,1.0,0.0,3.0,48.0,26.0,-12.0,100.0,9811.0
5969,409,18,5959.0,3.0,0.0,0.0,10.0,0.0,100.0,-14.0,100.0,8325.0
5970,409,15,5960.0,4.0,1.0,0.0,10.0,-37.0,85.0,0.0,100.0,8373.0
6008,411,20,6001.0,1.0,0.0,0.0,7.0,0.0,22.0,14.0,86.0,54832.0
6009,411,22,6006.0,2.0,0.0,0.0,3.0,0.0,100.0,0.0,100.0,33661.0
